roll_no,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,science_score,total_score,grade,percentage,pass_fail
std-261,male,group D,some high school,0.0,0.0,99.0,78.0,81.0,97.0,355.0,A,88.75,Pass
std-262,male,group B,bachelor's degree,1.0,0.0,79.0,73.0,94.0,78.0,324.0,B,81.0,Pass
std-263,male,group C,high school,1.0,0.0,55.0,52.0,87.0,54.0,248.0,D,62.0,Pass
std-264,male,group E,associate's degree,0.0,0.0,39.0,89.0,55.0,77.0,260.0,C,65.0,Pass
std-265,male,group D,some college,1.0,1.0,69.0,76.0,60.0,73.0,278.0,C,69.5,Pass
std-266,male,group E,high school,1.0,0.0,50.0,65.0,59.0,64.0,238.0,D,59.5,Pass
std-267,male,group D,associate's degree,0.0,0.0,89.0,74.0,70.0,67.0,300.0,B,75.0,Pass
std-268,male,group C,associate's degree,1.0,1.0,60.0,93.0,63.0,47.0,263.0,C,65.75,Pass
std-269,male,group D,associate's degree,1.0,0.0,53.0,94.0,92.0,63.0,302.0,B,75.5,Pass
std-270,male,group C,some high school,1.0,0.0,72.0,98.0,73.0,77.0,320.0,B,80.0,Pass
std-271,male,group A,high school,1.0,1.0,0.0,85.0,99.0,47.0,231.0,D,57.75,Pass
std-272,male,group E,some high school,0.0,0.0,83.0,78.0,78.0,86.0,325.0,B,81.25,Pass
std-273,male,group D,bachelor's degree,1.0,0.0,72.0,60.0,75.0,54.0,261.0,C,65.25,Pass
std-274,male,group A,master's degree,1.0,0.0,49.0,88.0,75.0,42.0,254.0,C,63.5,Pass
std-275,male,group B,high school,1.0,0.0,16.0,50.0,58.0,40.0,164.0,D,41.0,Pass
std-276,male,group B,master's degree,1.0,0.0,78.0,60.0,50.0,75.0,263.0,C,65.75,Pass
std-277,male,group D,bachelor's degree,0.0,1.0,41.0,66.0,52.0,45.0,204.0,D,51.0,Pass
std-278,male,group B,associate's degree,1.0,0.0,33.0,65.0,61.0,59.0,218.0,D,54.50000000000001,Pass
std-279,male,group D,some college,0.0,0.0,58.0,64.0,70.0,38.0,230.0,D,57.49999999999999,Pass
std-280,male,group C,bachelor's degree,0.0,0.0,23.0,72.0,90.0,55.0,240.0,D,60.0,Pass
std-281,male,group B,high school,1.0,0.0,46.0,92.0,52.0,32.0,222.0,D,55.50000000000001,Pass
std-282,male,group D,high school,1.0,1.0,20.0,74.0,34.0,29.0,157.0,D,39.25,Fail
std-283,male,group D,bachelor's degree,1.0,0.0,17.0,55.0,44.0,31.0,147.0,D,36.75,Fail
std-284,male,group D,associate's degree,1.0,0.0,25.0,71.0,59.0,69.0,224.0,D,56.00000000000001,Pass
std-285,male,group C,bachelor's degree,1.0,1.0,70.0,48.0,79.0,65.0,262.0,C,65.5,Pass
std-286,male,group D,some college,0.0,0.0,46.0,69.0,70.0,44.0,229.0,D,57.25,Pass
std-287,male,group E,some college,1.0,1.0,41.0,61.0,69.0,44.0,215.0,D,53.75,Pass
std-288,male,group C,high school,1.0,0.0,69.0,36.0,65.0,94.0,264.0,C,66.0,Pass
std-289,male,group B,bachelor's degree,1.0,0.0,61.0,40.0,72.0,44.0,217.0,D,54.25,Pass
std-290,male,group B,high school,1.0,0.0,68.0,100.0,100.0,62.0,330.0,B,82.5,Pass
std-291,male,group B,master's degree,0.0,0.0,68.0,65.0,76.0,59.0,268.0,C,67.0,Pass
std-292,male,group D,associate's degree,1.0,0.0,41.0,35.0,66.0,37.0,179.0,D,44.75,Pass
std-294,male,group E,bachelor's degree,0.0,0.0,48.0,94.0,100.0,49.0,291.0,C,72.75,Pass
std-295,male,group D,master's degree,1.0,1.0,54.0,86.0,87.0,48.0,275.0,C,68.75,Pass
std-296,male,group C,associate's degree,1.0,1.0,37.0,100.0,96.0,64.0,297.0,C,74.25,Pass
std-297,male,group B,associate's degree,1.0,0.0,40.0,59.0,75.0,39.0,213.0,D,53.25,Pass
std-298,male,group C,bachelor's degree,1.0,0.0,49.0,98.0,79.0,69.0,295.0,C,73.75,Pass
std-299,male,group B,bachelor's degree,0.0,0.0,73.0,79.0,56.0,66.0,274.0,C,68.5,Pass
std-300,male,group C,high school,0.0,0.0,67.0,100.0,64.0,80.0,311.0,B,77.75,Pass
std-301,male,group D,master's degree,1.0,0.0,44.0,17.0,57.0,64.0,182.0,D,45.5,Pass
std-302,male,group C,some high school,0.0,0.0,47.0,85.0,65.0,25.0,222.0,D,55.50000000000001,Pass
std-303,male,group D,bachelor's degree,1.0,0.0,75.0,96.0,100.0,100.0,371.0,A,92.75,Pass
std-304,male,group A,associate's degree,0.0,1.0,39.0,82.0,53.0,73.0,247.0,D,61.75000000000001,Pass
std-305,male,group B,high school,0.0,1.0,44.0,76.0,53.0,10.0,183.0,D,45.75,Pass
std-306,male,group B,high school,1.0,0.0,37.0,100.0,70.0,87.0,294.0,C,73.5,Pass
std-307,male,group A,bachelor's degree,1.0,1.0,58.0,69.0,86.0,50.0,263.0,C,65.75,Pass
std-308,male,group E,bachelor's degree,1.0,0.0,72.0,62.0,48.0,82.0,264.0,C,66.0,Pass
std-309,male,group E,some college,0.0,0.0,26.0,76.0,85.0,59.0,246.0,D,61.5,Pass
std-310,male,group C,associate's degree,0.0,0.0,25.0,44.0,56.0,39.0,164.0,D,41.0,Pass
std-311,male,group C,some high school,1.0,0.0,59.0,100.0,69.0,75.0,303.0,B,75.75,Pass
std-312,male,group C,some high school,1.0,0.0,98.0,100.0,95.0,67.0,360.0,A,90.0,Pass
std-313,male,group B,bachelor's degree,0.0,1.0,63.0,100.0,55.0,38.0,256.0,C,64.0,Pass
std-314,male,group E,high school,1.0,0.0,64.0,99.0,77.0,89.0,329.0,B,82.25,Pass
std-315,male,group C,some college,0.0,0.0,25.0,51.0,95.0,48.0,219.0,D,54.75,Pass
std-316,male,group C,associate's degree,1.0,1.0,75.0,67.0,80.0,49.0,271.0,C,67.75,Pass
std-317,male,group B,some college,0.0,1.0,17.0,68.0,69.0,23.0,177.0,D,44.25,Pass
std-318,male,group D,bachelor's degree,0.0,1.0,69.0,57.0,79.0,64.0,269.0,C,67.25,Pass
std-319,male,group D,master's degree,0.0,1.0,29.0,93.0,69.0,60.0,251.0,C,62.74999999999999,Pass
std-320,male,group D,some college,1.0,0.0,37.0,44.0,62.0,69.0,212.0,D,53.0,Pass
std-322,male,group E,associate's degree,0.0,1.0,98.0,60.0,70.0,69.0,297.0,C,74.25,Pass
std-323,male,group D,master's degree,1.0,0.0,30.0,63.0,73.0,43.0,209.0,D,52.25,Pass
std-324,male,group E,master's degree,0.0,1.0,71.0,100.0,73.0,40.0,284.0,C,71.0,Pass
std-325,male,group C,high school,0.0,0.0,39.0,58.0,34.0,46.0,177.0,D,44.25,Pass
std-326,male,group D,some high school,0.0,1.0,19.0,46.0,67.0,9.0,141.0,D,35.25,Fail
std-327,male,group B,master's degree,1.0,1.0,35.0,95.0,57.0,57.0,244.0,D,61.0,Pass
std-328,male,group C,some high school,1.0,0.0,42.0,100.0,100.0,80.0,322.0,B,80.5,Pass
std-329,male,group B,associate's degree,1.0,1.0,86.0,71.0,59.0,47.0,263.0,C,65.75,Pass
std-330,male,group B,bachelor's degree,1.0,1.0,46.0,94.0,100.0,64.0,304.0,B,76.0,Pass
std-331,male,group D,bachelor's degree,0.0,1.0,77.0,75.0,63.0,32.0,247.0,D,61.75000000000001,Pass
std-332,male,group E,some college,1.0,1.0,79.0,44.0,70.0,78.0,271.0,C,67.75,Pass
std-333,male,group B,some college,1.0,1.0,62.0,83.0,55.0,58.0,258.0,C,64.5,Pass
std-334,male,group C,bachelor's degree,1.0,0.0,57.0,92.0,96.0,79.0,324.0,B,81.0,Pass
std-335,male,group A,some high school,0.0,1.0,30.0,59.0,48.0,42.0,179.0,D,44.75,Pass
std-336,male,group C,some high school,0.0,1.0,45.0,74.0,59.0,100.0,278.0,C,69.5,Pass
std-337,male,group A,high school,1.0,0.0,77.0,96.0,58.0,90.0,321.0,B,80.25,Pass
std-338,male,group D,high school,1.0,1.0,43.0,35.0,80.0,82.0,240.0,D,60.0,Pass
std-339,male,group A,some high school,0.0,0.0,31.0,78.0,34.0,47.0,190.0,D,47.5,Pass
std-340,male,group C,high school,1.0,0.0,30.0,100.0,87.0,54.0,271.0,C,67.75,Pass
std-341,male,group C,high school,0.0,0.0,61.0,89.0,79.0,80.0,309.0,B,77.25,Pass
std-342,male,group D,high school,1.0,1.0,61.0,89.0,86.0,71.0,307.0,B,76.75,Pass
std-343,male,group E,some high school,1.0,0.0,92.0,70.0,45.0,69.0,276.0,C,69.0,Pass
std-344,male,group B,some college,1.0,0.0,50.0,78.0,54.0,69.0,251.0,C,62.74999999999999,Pass
std-345,male,group B,bachelor's degree,0.0,1.0,75.0,86.0,63.0,56.0,280.0,C,70.0,Pass
std-346,male,group D,associate's degree,1.0,0.0,43.0,51.0,83.0,64.0,241.0,D,60.25,Pass
std-347,male,group A,high school,1.0,0.0,64.0,71.0,69.0,64.0,268.0,C,67.0,Pass
std-348,male,group C,associate's degree,1.0,0.0,19.0,17.0,83.0,63.0,182.0,D,45.5,Pass
std-349,male,group C,associate's degree,1.0,0.0,17.0,82.0,65.0,89.0,253.0,C,63.24999999999999,Pass
std-350,male,group B,high school,0.0,1.0,68.0,100.0,77.0,89.0,334.0,B,83.5,Pass
std-351,male,group C,high school,0.0,0.0,54.0,79.0,36.0,94.0,263.0,C,65.75,Pass
std-352,male,group C,associate's degree,0.0,0.0,79.0,91.0,83.0,66.0,319.0,B,79.75,Pass
std-353,male,group D,high school,0.0,1.0,51.0,44.0,67.0,82.0,244.0,D,61.0,Pass
std-354,male,group D,high school,1.0,0.0,24.0,81.0,53.0,45.0,203.0,D,50.74999999999999,Pass
std-355,male,group B,associate's degree,0.0,1.0,79.0,67.0,76.0,54.0,276.0,C,69.0,Pass
std-356,male,group B,high school,1.0,0.0,19.0,78.0,56.0,75.0,228.0,D,56.99999999999999,Pass
std-357,male,group B,some college,1.0,0.0,52.0,76.0,68.0,59.0,255.0,C,63.74999999999999,Pass
std-358,male,group D,some college,0.0,0.0,28.0,75.0,30.0,32.0,165.0,D,41.25,Pass
std-359,male,group C,high school,0.0,0.0,86.0,66.0,43.0,12.0,207.0,D,51.74999999999999,Pass
std-360,male,group C,some high school,1.0,0.0,50.0,100.0,76.0,62.0,288.0,C,72.0,Pass
std-361,male,group C,associate's degree,1.0,1.0,50.0,55.0,66.0,79.0,250.0,C,62.5,Pass
std-362,male,group C,high school,1.0,0.0,20.0,47.0,54.0,61.0,182.0,D,45.5,Pass
std-363,male,group D,bachelor's degree,1.0,1.0,17.0,81.0,52.0,90.0,240.0,D,60.0,Pass
std-364,male,group B,bachelor's degree,1.0,0.0,57.0,73.0,87.0,91.0,308.0,B,77.0,Pass
std-365,male,group B,associate's degree,1.0,1.0,47.0,60.0,100.0,76.0,283.0,C,70.75,Pass
std-366,male,group C,some college,1.0,1.0,94.0,63.0,72.0,97.0,326.0,B,81.5,Pass
std-367,male,group D,associate's degree,1.0,0.0,46.0,31.0,69.0,49.0,195.0,D,48.75,Pass
std-368,male,group D,some high school,1.0,1.0,70.0,84.0,96.0,81.0,331.0,B,82.75,Pass
std-369,male,group C,some college,0.0,1.0,31.0,26.0,76.0,54.0,187.0,D,46.75,Pass
std-370,male,group B,bachelor's degree,1.0,0.0,87.0,78.0,100.0,47.0,312.0,B,78.0,Pass
std-371,male,group B,master's degree,0.0,0.0,24.0,54.0,55.0,83.0,216.0,D,54.0,Pass
std-372,male,group D,high school,0.0,1.0,71.0,97.0,86.0,83.0,337.0,B,84.25,Pass
std-373,male,group C,high school,1.0,0.0,59.0,34.0,93.0,46.0,232.0,D,57.99999999999999,Pass
std-374,male,group C,some college,1.0,0.0,36.0,43.0,26.0,45.0,150.0,D,37.5,Fail
std-375,male,group C,associate's degree,0.0,1.0,59.0,65.0,51.0,58.0,233.0,D,58.25,Pass
std-376,male,group D,associate's degree,0.0,1.0,25.0,88.0,91.0,89.0,293.0,C,73.25,Pass
std-377,male,group C,some high school,1.0,1.0,6.0,60.0,79.0,38.0,183.0,D,45.75,Pass
std-378,male,group E,some high school,1.0,1.0,43.0,82.0,85.0,35.0,245.0,D,61.25000000000001,Pass
std-379,male,group A,some college,1.0,0.0,60.0,63.0,95.0,53.0,271.0,C,67.75,Pass
std-380,male,group D,bachelor's degree,0.0,1.0,70.0,100.0,78.0,89.0,337.0,B,84.25,Pass
std-381,male,group C,high school,1.0,0.0,51.0,42.0,70.0,27.0,190.0,D,47.5,Pass
std-382,male,group D,high school,0.0,1.0,67.0,49.0,38.0,58.0,212.0,D,53.0,Pass
std-383,male,group B,some high school,1.0,0.0,23.0,96.0,67.0,38.0,224.0,D,56.00000000000001,Pass
std-384,male,group E,master's degree,1.0,0.0,72.0,88.0,72.0,43.0,275.0,C,68.75,Pass
std-386,male,group E,bachelor's degree,1.0,1.0,89.0,75.0,52.0,86.0,302.0,B,75.5,Pass
std-387,male,group D,some college,1.0,1.0,28.0,17.0,52.0,58.0,155.0,D,38.75,Fail
std-388,male,group E,some high school,1.0,1.0,18.0,87.0,100.0,26.0,231.0,D,57.75,Pass
std-389,male,group D,some college,1.0,1.0,45.0,76.0,75.0,51.0,247.0,D,61.75000000000001,Pass
std-390,male,group A,some high school,0.0,0.0,38.0,100.0,72.0,44.0,254.0,C,63.5,Pass
std-391,male,group C,bachelor's degree,1.0,0.0,20.0,89.0,88.0,96.0,293.0,C,73.25,Pass
std-392,male,group C,associate's degree,0.0,1.0,48.0,48.0,87.0,71.0,254.0,C,63.5,Pass
std-393,male,group C,some college,1.0,0.0,19.0,76.0,61.0,57.0,213.0,D,53.25,Pass
std-394,male,group D,associate's degree,0.0,0.0,53.0,72.0,63.0,67.0,255.0,C,63.74999999999999,Pass
std-395,male,group D,master's degree,0.0,0.0,30.0,21.0,48.0,40.0,139.0,D,34.75,Fail
std-396,male,group D,some high school,0.0,1.0,89.0,99.0,60.0,62.0,310.0,B,77.5,Pass
std-397,male,group D,master's degree,1.0,0.0,36.0,100.0,61.0,75.0,272.0,C,68.0,Pass
std-398,male,group D,bachelor's degree,1.0,0.0,81.0,47.0,83.0,85.0,296.0,C,74.0,Pass
std-399,male,group D,some high school,1.0,1.0,99.0,100.0,44.0,17.0,260.0,C,65.0,Pass
std-400,male,group D,bachelor's degree,1.0,0.0,27.0,50.0,51.0,98.0,226.0,D,56.49999999999999,Pass
std-401,male,group B,associate's degree,0.0,0.0,60.0,100.0,100.0,56.0,316.0,B,79.0,Pass
std-402,male,group D,bachelor's degree,0.0,0.0,48.0,71.0,91.0,98.0,308.0,B,77.0,Pass
std-403,male,group C,bachelor's degree,0.0,1.0,64.0,74.0,49.0,86.0,273.0,C,68.25,Pass
std-404,male,group E,bachelor's degree,1.0,0.0,73.0,73.0,82.0,29.0,257.0,C,64.25,Pass
std-405,male,group E,high school,0.0,1.0,25.0,40.0,69.0,52.0,186.0,D,46.5,Pass
std-407,Unknown,group C,high school,1.0,0.0,54.0,55.0,66.0,100.0,275.0,C,68.75,Pass
std-408,male,group A,Unknown,0.0,0.0,17.0,59.0,51.0,61.0,188.0,D,47.0,Pass
std-409,male,group C,associate's degree,Unknown,1.0,85.0,46.0,76.0,90.0,297.0,C,74.25,Pass
std-410,male,group C,bachelor's degree,1.0,Unknown,27.0,81.0,62.0,37.0,207.0,D,51.74999999999999,Pass
std-411,male,group B,high school,1.0,0.0,57.178746867167916,85.0,44.0,95.0,281.1787468671679,C,70.29468671679197,Pass
std-412,male,group A,associate's degree,0.0,1.0,75.0,70.12591478696741,69.0,26.0,240.12591478696743,D,60.03147869674186,Pass
std-413,male,group E,associate's degree,0.0,1.0,27.0,35.0,71.41579791499599,43.0,176.415797914996,D,44.103949478749,Pass
std-414,male,group B,high school,1.0,0.0,72.0,61.0,37.0,47.0,217.0,D,54.25,Pass
std-415,male,group E,high school,0.0,0.0,100.0,73.0,51.0,100.0,324.0,B,81.0,Pass
std-416,male,group D,associate's degree,0.0,1.0,54.0,44.0,80.0,50.0,228.0,D,56.99999999999999,Pass
std-417,male,group B,associate's degree,1.0,1.0,50.0,77.0,91.0,46.0,264.0,C,66.0,Pass
std-418,male,group E,high school,0.0,0.0,55.0,62.0,81.0,45.0,243.0,D,60.75000000000001,Pass
std-419,male,group E,associate's degree,1.0,1.0,37.0,95.0,72.0,57.0,261.0,C,65.25,Pass
std-420,male,group C,some college,1.0,0.0,98.0,60.0,96.0,50.0,304.0,B,76.0,Pass
std-421,male,group B,associate's degree,0.0,0.0,25.0,84.0,60.0,50.0,219.0,D,54.75,Pass
std-422,male,group B,high school,0.0,1.0,53.0,59.0,30.0,48.0,190.0,D,47.5,Pass
std-423,male,group C,some high school,0.0,1.0,77.0,39.0,67.0,57.0,240.0,D,60.0,Pass
std-424,male,group C,master's degree,1.0,1.0,12.0,70.0,73.0,59.0,214.0,D,53.5,Pass
std-425,male,group D,associate's degree,0.0,1.0,57.0,67.0,47.0,95.0,266.0,C,66.5,Pass
std-426,male,group C,associate's degree,1.0,0.0,46.0,61.0,76.0,86.0,269.0,C,67.25,Pass
std-427,male,group E,some high school,1.0,0.0,30.0,76.0,70.0,47.0,223.0,D,55.75,Pass
std-428,male,group D,some high school,1.0,0.0,45.0,65.0,55.0,81.0,246.0,D,61.5,Pass
std-429,male,group C,high school,0.0,1.0,77.0,93.0,85.0,81.0,336.0,B,84.0,Pass
std-430,male,group B,some college,0.0,0.0,17.0,48.0,73.0,57.0,195.0,D,48.75,Pass
std-431,male,group A,master's degree,0.0,1.0,35.0,74.0,100.0,94.0,303.0,B,75.75,Pass
std-432,male,group A,some college,0.0,1.0,91.0,98.0,66.0,100.0,355.0,A,88.75,Pass
std-433,male,group C,high school,1.0,0.0,65.0,47.0,34.0,100.0,246.0,D,61.5,Pass
std-434,male,group B,some college,0.0,0.0,74.0,98.0,88.0,83.0,343.0,B,85.75,Pass
std-435,male,group A,high school,1.0,0.0,39.0,96.0,59.0,53.0,247.0,D,61.75000000000001,Pass
std-436,male,group A,master's degree,1.0,0.0,34.0,48.0,52.0,80.0,214.0,D,53.5,Pass
std-437,male,group C,some college,0.0,1.0,54.0,58.0,78.0,100.0,290.0,C,72.5,Pass
std-438,male,group D,master's degree,1.0,0.0,67.0,54.0,81.0,64.0,266.0,C,66.5,Pass
std-439,male,group B,high school,0.0,0.0,72.0,100.0,98.0,82.0,352.0,A,88.0,Pass
std-440,male,group D,associate's degree,0.0,0.0,72.0,90.0,53.0,94.0,309.0,B,77.25,Pass
std-441,male,group D,high school,1.0,1.0,54.0,86.0,28.0,88.0,256.0,C,64.0,Pass
std-442,male,group E,associate's degree,1.0,0.0,34.0,53.0,54.0,57.0,198.0,D,49.5,Pass
std-443,male,group E,some college,0.0,0.0,50.0,56.0,70.0,72.0,248.0,D,62.0,Pass
std-444,male,group C,high school,0.0,0.0,53.0,73.0,82.0,65.0,273.0,C,68.25,Pass
std-445,male,group B,associate's degree,0.0,0.0,71.0,44.0,64.0,54.0,233.0,D,58.25,Pass
std-446,male,group B,associate's degree,1.0,0.0,48.0,92.0,73.0,54.0,267.0,C,66.75,Pass
std-447,male,group C,master's degree,1.0,1.0,60.0,95.0,59.0,75.0,289.0,C,72.25,Pass
std-448,male,group C,some high school,0.0,1.0,36.0,64.0,64.0,55.0,219.0,D,54.75,Pass
std-449,male,group B,some college,0.0,0.0,97.0,64.0,58.0,34.0,253.0,C,63.24999999999999,Pass
std-450,male,group C,some college,1.0,1.0,49.0,98.0,84.0,92.0,323.0,B,80.75,Pass
std-451,male,group B,bachelor's degree,1.0,1.0,78.0,81.0,51.0,40.0,250.0,C,62.5,Pass
std-452,male,group D,associate's degree,1.0,0.0,21.0,64.0,53.0,55.0,193.0,D,48.25,Pass
std-453,male,group B,some college,1.0,0.0,96.0,84.0,82.0,100.0,362.0,A,90.5,Pass
std-454,male,group D,associate's degree,1.0,1.0,77.0,60.0,29.0,54.0,220.0,D,55.00000000000001,Pass
std-455,male,group C,high school,1.0,1.0,43.0,100.0,82.0,80.0,305.0,B,76.25,Pass
std-456,male,group C,some high school,1.0,0.0,38.0,100.0,65.0,87.0,290.0,C,72.5,Pass
std-457,male,group E,bachelor's degree,1.0,0.0,53.0,76.0,72.0,42.0,243.0,D,60.75000000000001,Pass
std-458,male,group C,some college,0.0,1.0,53.0,100.0,65.0,53.0,271.0,C,67.75,Pass
std-459,male,group D,associate's degree,1.0,1.0,51.0,65.0,64.0,93.0,273.0,C,68.25,Pass
std-460,male,group C,some high school,1.0,1.0,70.0,52.0,45.0,69.0,236.0,D,59.0,Pass
std-461,male,group C,high school,0.0,0.0,85.0,72.0,62.0,48.0,267.0,C,66.75,Pass
std-462,male,group D,some high school,1.0,0.0,51.0,48.0,55.0,61.0,215.0,D,53.75,Pass
std-463,male,group B,some college,1.0,1.0,56.0,93.0,69.0,77.0,295.0,C,73.75,Pass
std-464,male,group C,bachelor's degree,1.0,1.0,75.0,100.0,83.0,38.0,296.0,C,74.0,Pass
std-465,male,group B,some college,0.0,1.0,94.0,44.0,68.0,69.0,275.0,C,68.75,Pass
std-466,male,group D,associate's degree,1.0,0.0,14.0,95.0,50.0,41.0,200.0,D,50.0,Pass
std-467,male,group D,bachelor's degree,0.0,0.0,80.0,67.0,91.0,70.0,308.0,B,77.0,Pass
std-468,male,group D,associate's degree,1.0,1.0,16.0,77.0,89.0,79.0,261.0,C,65.25,Pass
std-469,male,group C,high school,0.0,0.0,32.0,82.0,53.0,74.0,241.0,D,60.25,Pass
std-470,male,group D,master's degree,0.0,0.0,84.0,55.0,69.0,80.0,288.0,C,72.0,Pass
std-471,male,group B,associate's degree,1.0,1.0,89.0,62.0,61.0,26.0,238.0,D,59.5,Pass
std-472,male,group B,associate's degree,0.0,0.0,44.0,59.0,77.0,65.0,245.0,D,61.25000000000001,Pass
std-473,male,group D,master's degree,0.0,0.0,57.0,96.0,52.0,61.0,266.0,C,66.5,Pass
std-474,male,group E,associate's degree,0.0,0.0,86.0,77.0,33.0,33.0,229.0,D,57.25,Pass
std-475,male,group C,associate's degree,0.0,1.0,38.0,89.0,64.0,50.0,241.0,D,60.25,Pass
std-476,male,group C,bachelor's degree,0.0,1.0,89.0,46.0,50.0,89.0,274.0,C,68.5,Pass
std-477,male,group D,associate's degree,1.0,1.0,46.0,52.0,76.0,73.0,247.0,D,61.75000000000001,Pass
std-478,male,group D,master's degree,0.0,0.0,30.0,89.0,52.0,18.0,189.0,D,47.25,Pass
std-479,male,group D,some college,0.0,0.0,30.0,75.0,78.0,59.0,242.0,D,60.5,Pass
std-480,male,group D,some high school,0.0,0.0,32.0,43.0,38.0,57.0,170.0,D,42.5,Pass
std-481,male,group B,some college,1.0,0.0,63.0,76.0,44.0,47.0,230.0,D,57.49999999999999,Pass
std-482,male,group B,high school,0.0,1.0,95.0,60.0,80.0,81.0,316.0,B,79.0,Pass
std-483,male,group D,some college,0.0,1.0,17.0,97.0,90.0,68.0,272.0,C,68.0,Pass
std-484,male,group C,bachelor's degree,0.0,0.0,46.0,75.0,37.0,71.0,229.0,D,57.25,Pass
std-485,male,group B,bachelor's degree,1.0,0.0,33.0,55.0,30.0,76.0,194.0,D,48.5,Pass
std-486,male,group B,some college,1.0,1.0,87.0,96.0,100.0,63.0,346.0,B,86.5,Pass
std-487,male,group D,some college,0.0,1.0,91.0,98.0,84.0,46.0,319.0,B,79.75,Pass
std-488,male,group D,some high school,0.0,0.0,40.0,53.0,75.0,86.0,254.0,C,63.5,Pass
std-489,male,group E,some college,1.0,0.0,49.0,59.0,79.0,34.0,221.0,D,55.25,Pass
std-490,male,group D,high school,1.0,0.0,23.0,51.0,69.0,59.0,202.0,D,50.5,Pass
std-491,male,group D,bachelor's degree,1.0,0.0,41.0,76.0,95.0,97.0,309.0,B,77.25,Pass
std-492,male,group D,high school,1.0,0.0,29.0,71.0,71.0,55.0,226.0,D,56.49999999999999,Pass
std-493,male,group B,associate's degree,1.0,1.0,32.0,25.0,69.0,39.0,165.0,D,41.25,Pass
std-494,male,group C,some high school,0.0,1.0,100.0,57.0,54.0,94.0,305.0,B,76.25,Pass
std-495,male,group C,some high school,0.0,0.0,46.0,45.0,85.0,56.0,232.0,D,57.99999999999999,Pass
std-496,male,group D,some college,0.0,0.0,18.0,70.0,44.0,83.0,215.0,D,53.75,Pass
std-497,male,group D,associate's degree,1.0,1.0,58.0,66.0,56.0,90.0,270.0,C,67.5,Pass
std-498,male,group C,high school,1.0,0.0,96.0,52.0,52.0,80.0,280.0,C,70.0,Pass
std-499,male,group A,some high school,0.0,1.0,34.0,86.0,66.0,91.0,277.0,C,69.25,Pass
std-500,male,group C,associate's degree,0.0,0.0,77.0,95.0,61.0,55.0,288.0,C,72.0,Pass
std-501,male,group C,some high school,0.0,0.0,32.0,54.0,75.0,35.0,196.0,D,49.0,Pass
std-502,male,group C,some high school,1.0,0.0,61.0,72.0,100.0,83.0,316.0,B,79.0,Pass
std-503,male,group C,some high school,1.0,1.0,85.0,100.0,62.0,96.0,343.0,B,85.75,Pass
std-504,male,group D,associate's degree,0.0,1.0,15.0,53.0,57.0,63.0,188.0,D,47.0,Pass
std-505,male,group A,some college,0.0,0.0,47.0,70.0,71.0,45.0,233.0,D,58.25,Pass
std-506,male,group C,bachelor's degree,0.0,0.0,76.0,86.0,84.0,80.0,326.0,B,81.5,Pass
std-507,male,group D,some high school,0.0,0.0,37.0,82.0,65.0,96.0,280.0,C,70.0,Pass
std-508,male,group B,high school,1.0,0.0,60.0,85.0,72.0,58.0,275.0,C,68.75,Pass
std-509,male,group C,high school,1.0,1.0,75.0,91.0,86.0,65.0,317.0,B,79.25,Pass
std-510,male,group C,some high school,1.0,0.0,50.0,44.0,23.0,80.0,197.0,D,49.25,Pass
std-511,male,group C,associate's degree,0.0,0.0,73.0,46.0,54.0,54.0,227.0,D,56.75,Pass
std-512,male,group B,high school,0.0,1.0,39.0,34.0,72.0,44.0,189.0,D,47.25,Pass
std-513,male,group C,some college,1.0,1.0,90.0,53.0,44.0,100.0,287.0,C,71.75,Pass
std-514,male,group C,associate's degree,0.0,0.0,20.0,58.0,71.0,93.0,242.0,D,60.5,Pass
std-515,male,group A,bachelor's degree,1.0,0.0,22.0,86.0,87.0,68.0,263.0,C,65.75,Pass
std-516,male,group C,associate's degree,1.0,1.0,44.0,94.0,75.0,100.0,313.0,B,78.25,Pass
